FY,Hour,Total_MWh_Dispatched,Total_Revenue,VWAP,State,Fuel_Type,% of total MWh dispatched,% of total revenue
2022,23,485.485,96141.59054166666,198.03205153952575,NSW,Battery,0.006258017492095043,0.010093551314712141
2023,0,460.15666666666664,87945.26175833333,191.12025996580877,NSW,Battery,0.006172290779251224,0.008402074358182418
2023,1,280.1691666666667,56564.6195,201.89452027495292,NSW,Battery,0.003939045459931243,0.006308996484711265
2023,2,197.74333333333334,36894.33765833333,186.57689761981018,NSW,Battery,0.00289692051429549,0.004725028065372417
2023,3,653.1883333333334,97222.28508333334,148.8426539818786,NSW,Battery,0.009742687457467186,0.013064254436474299
2023,4,244.67249999999999,39560.961975,161.68945008123103,NSW,Battery,0.0036096975177195003,0.004903002799567881
2023,5,342.5541666666667,59165.85588333333,172.71970870786856,NSW,Battery,0.004811136708602723,0.006145962844017158
2023,6,1059.945,266545.56104166666,251.47112448444653,NSW,Battery,0.013829149978317055,0.021796643230294326
2023,7,1455.9091666666666,413190.967525,283.8027103510922,NSW,Battery,0.0182376838848325,0.0341328138811552
2023,8,538.2491666666666,96435.36929166666,179.164920753864,NSW,Battery,0.006883071139851707,0.010777690947609215
2023,9,242.55416666666667,41430.6032,170.8096948791507,NSW,Battery,0.003270553798521119,0.006022634335387619
2023,10,269.25416666666666,36332.602625,134.93794014329708,NSW,Battery,0.003810938394305316,0.007632749885783262
2023,11,226.5475,20963.821875,92.53609894172304,NSW,Battery,0.003304057362971567,0.005474934615767079
2023,12,228.81083333333333,25177.512141666666,110.03636399063272,NSW,Battery,0.003369241503040937,0.006553115898489897
2023,13,362.8,50939.60881666667,140.40686002388827,NSW,Battery,0.005284034499986061,0.011169409212438709
2023,14,482.4483333333333,69683.12263333333,144.43644597521669,NSW,Battery,0.006790536197601609,0.011541800652470714
2023,15,644.285,130134.94488333333,201.98350866981744,NSW,Battery,0.00849197022043446,0.015022468705002987
2023,16,1118.3883333333333,260632.06988333334,233.04255070913055,NSW,Battery,0.013449035005377748,0.020219756877847127
2023,17,3616.8425,1717006.0360166666,474.72513276889066,NSW,Battery,0.03979546717341404,0.06420678296994749
2023,18,4278.350833333333,1578030.61895,368.8408642543535,NSW,Battery,0.0452362972652195,0.05936960559166524
2023,19,2134.3841666666667,489304.9263583333,229.24876130546633,NSW,Battery,0.022886591789350857,0.026633617769159287
2023,20,1353.4425,324360.149675,239.6556556152182,NSW,Battery,0.015011488775717815,0.019920577246574023
2023,21,854.2675,182336.716275,213.44217856233558,NSW,Battery,0.00998728146588395,0.013352710228188392
2023,22,763.2408333333333,148158.71035,194.11790339222333,NSW,Battery,0.009433799645092528,0.012059122976584449
2023,23,745.5133333333333,133924.988425,179.64130544278214,NSW,Battery,0.00956948578196211,0.011636625602740558
2024,0,1407.4291666666666,139552.55401666666,99.15422908790555,NSW,Battery,0.018752026891904687,0.023000518814088985
2024,1,842.3816666666667,68692.05071666666,81.545044763953,NSW,Battery,0.011730238761418611,0.013036251799038572
2024,2,821.3033333333333,61313.33996666667,74.65370890170502,NSW,Battery,0.011866619315922063,0.013062707651140698
2024,3,673.9175,49808.91004166667,73.90950678928306,NSW,Battery,0.00989370020999997,0.011081017033928555
2024,4,932.8658333333333,72421.43565,77.63328129536313,NSW,Battery,0.01354018954743751,0.01478137142388219
2024,5,1311.4175,130372.52048333333,99.41343659310122,NSW,Battery,0.018192391137943048,0.021906329755021322
2024,6,5476.895833333333,1486687.5179333333,271.4471049248548,NSW,Battery,0.07106460348058831,0.18487408163076832
2024,7,6333.996666666667,1890763.901825,298.51040367219434,NSW,Battery,0.07958621274253617,0.247806828254487
2024,8,2971.29,404739.037425,136.2166053885686,NSW,Battery,0.03839776975057238,0.09892778763480822
2024,9,2079.110833333333,172261.078975,82.85324486469177,NSW,Battery,0.028558557560052097,0.06534564781434356
2024,10,1695.74,110878.95770833333,65.38676784668247,NSW,Battery,0.024616799139992044,0.06025617979466057
2024,11,1552.2308333333333,90907.26316666667,58.56555688399009,NSW,Battery,0.023236038094789104,0.06262866343501194
2024,12,1534.1033333333332,104911.231125,68.38602644650187,NSW,Battery,0.023154277964911183,0.07138114945933748
2024,13,1847.2549999999999,209975.69313333332,113.66903493742517,NSW,Battery,0.02752610654305135,0.0775772707879671
2024,14,2243.5641666666666,290406.2089166667,129.4396715865418,NSW,Battery,0.03201970616327992,0.06899636670493928
2024,15,2959.6425,633583.4777916666,214.0743274877512,NSW,Battery,0.0390651443284151,0.11818138318337318
2024,16,4447.69,2388728.203716667,537.0716492643747,NSW,Battery,0.05301442525522071,0.23357553748295273
2024,17,16689.158333333333,9206139.047933333,551.6239263873402,NSW,Battery,0.18110662940963498,0.43198681229369085
2024,18,24030.76,7001127.083825,291.3402274345464,NSW,Battery,0.2506945543947761,0.256638801576804
2024,19,11784.981666666667,2618441.4888916668,222.1846043509614,NSW,Battery,0.12497619659067331,0.17947968483736024
2024,20,3954.599166666667,502368.67965,127.03403264848376,NSW,Battery,0.04353602721632942,0.04764902684796197
2024,21,2227.845,267605.45085,120.11852298970533,NSW,Battery,0.025827057582407924,0.030827104389492186
2024,22,2311.22,298339.13769166666,129.0829681690478,NSW,Battery,0.02834976760453964,0.03736836592506231
2024,23,1935.2141666666666,223668.78361666665,115.5783103851124,NSW,Battery,0.02473567554101517,0.03152539231326765
2025,0,0.9425,62.365225,66.17,NSW,Battery,0.05007502398598076,0.02883668966351015
2020,0,2224212.533333333,127565927.02880834,57.35329925401989,NSW,Coal-Black,29.99938396315887,30.48508750138101
2020,1,2075895.1675,109697530.21023333,52.84348262265191,NSW,Coal-Black,29.530900990300363,30.97561658635868
2020,2,1925504.1416666666,94673894.78891666,49.168367255221476,NSW,Coal-Black,28.64045271083092,31.042778197355375
2020,3,1863026.475,88464564.27335833,47.48433018020226,NSW,Coal-Black,28.27558225011737,30.940981674657813
2020,4,1904061.6875,96747978.9732,50.811367934317516,NSW,Coal-Black,28.60456995795872,31.317566337069564
2020,5,2067389.0916666666,121701450.21923333,58.86722083897681,NSW,Coal-Black,29.53811721381286,30.95125281495821
2020,6,2240605.225,159547251.57129166,71.20721213675276,NSW,Coal-Black,29.504356861156133,30.577432657229092
2020,7,2302344.6283333334,161756254.36180833,70.25718581449017,NSW,Coal-Black,28.637099143055877,29.921674853824953
2020,8,2291950.674166667,141624682.194275,61.79220337966849,NSW,Coal-Black,28.318635426098243,30.105846078475036
2020,9,2239697.691666667,124774902.43108334,55.71060009363689,NSW,Coal-Black,28.385457629493775,29.604723452528493
2020,10,2165025.464166667,113845798.75916667,52.58404607402006,NSW,Coal-Black,28.25075653149154,32.46968924176287
2020,11,2111879.7275,107914369.055125,51.0987286112509,NSW,Coal-Black,28.086039557464538,33.26650141654682
2020,12,2094895.7983333333,111989737.57355833,53.45838091930665,NSW,Coal-Black,27.958243990358824,33.04315772252339
2020,13,2115419.1058333335,117636933.86838333,55.609280233876994,NSW,Coal-Black,27.976451030846,30.860141898728344
2020,14,2161963.18,160199905.19994166,74.09927545571875,NSW,Coal-Black,27.994514261948154,32.951270422052936
2020,15,2257120.78,237688356.02941668,105.30599786043204,NSW,Coal-Black,28.091186395295143,32.083368606393
2020,16,2408561.0541666667,374449115.43843335,155.4659014313375,NSW,Coal-Black,28.26962317081774,38.629224092136376
2020,17,2536280.4175,435279792.54335,171.62131976416208,NSW,Coal-Black,27.966459832126283,33.537146278473095
2020,18,2585242.7683333335,338960086.713125,131.1134454624729,NSW,Coal-Black,27.637907076930347,24.75481112212698
2020,19,2572631.6058333335,218989178.70241666,85.1226340397389,NSW,Coal-Black,28.01194644969526,27.067315667652437
2020,20,2522229.6416666666,184863227.68446666,73.29357510932697,NSW,Coal-Black,28.51641185835383,28.91989561728944
2020,21,2441565.7708333335,155755421.94928333,63.79325259631334,NSW,Coal-Black,29.050446041812577,29.570954037725635
2020,22,2373561.9941666666,151975210.38588333,64.02832989379756,NSW,Coal-Black,29.681908813078323,30.79916165279572
2020,23,2312130.0741666667,142835083.63599166,61.77640489688799,NSW,Coal-Black,29.90093726504624,30.235704529326625
2021,0,2161568.8541666665,98241475.875275,45.449154065068775,NSW,Coal-Black,29.295508916368547,30.92327262810595
2021,1,2016363.285,85007512.40704167,42.15882774667843,NSW,Coal-Black,28.832094925331596,31.6952651708527
2021,2,1869648.9241666666,74022324.73859167,39.59156383949711,NSW,Coal-Black,27.97678921190276,32.04200307394426
2021,3,1806461.1608333334,69478364.14399166,38.4610340096882,NSW,Coal-Black,27.59039686424455,31.81979533169972
2021,4,1846964.0675,73875568.263825,39.998378725267216,NSW,Coal-Black,27.93399218907682,31.77526824445924
2021,5,2004267.2575,92976405.70251666,46.389225466113594,NSW,Coal-Black,28.844821150836513,31.557318404168345
2021,6,2164586.299166667,135298091.14564165,62.50528851528321,NSW,Coal-Black,28.76143563702364,29.91512808832492
2021,7,2185107.946666667,186849534.382875,85.51043652919289,NSW,Coal-Black,27.501376948573323,31.678035569529108
2021,8,2134770.1708333334,124248296.98720834,58.202189015366706,NSW,Coal-Black,26.924789424921652,33.33760555319694
2021,9,2062224.1016666666,95677074.38709167,46.395090771059515,NSW,Coal-Black,26.955907668320496,29.9325075390634
2021,10,1978999.3791666667,81952801.764975,41.41123166975644,NSW,Coal-Black,26.887099271139725,32.73464564710985
2021,11,1913266.8683333334,76694472.85799167,40.085611749918094,NSW,Coal-Black,26.658268111729882,36.31195463123672
2021,12,1892487.8891666667,78053523.1318,41.24386928899708,NSW,Coal-Black,26.53748597709252,35.42442044914086
2021,13,1908258.0416666667,119874439.16251667,62.818778459237464,NSW,Coal-Black,26.55737050226118,38.504370370166356
2021,14,1966378.2408333332,113398859.92356667,57.66889480810633,NSW,Coal-Black,26.656160718332412,35.21838298524859
2021,15,2084104.4341666666,118947388.55140834,57.073621936306516,NSW,Coal-Black,26.872851655513326,30.216491211678576
2021,16,2261314.79,243461036.52863333,107.66348745661958,NSW,Coal-Black,27.092014197095015,31.929767200202917
2021,17,2419406.5441666665,518388355.62616664,214.26260785977945,NSW,Coal-Black,26.902713693829085,33.67656637789927
2021,18,2489087.0925,411495246.62046665,165.31974628785179,NSW,Coal-Black,26.715973916492658,27.463651582099622
2021,19,2485057.1216666666,201445445.532,81.06270225164704,NSW,Coal-Black,27.14050744483171,29.160070367071643
2021,20,2449701.464166667,175662470.80741668,71.70770535795597,NSW,Coal-Black,27.793355268106406,28.326827610818107
2021,21,2367202.9483333332,132967903.00804166,56.1708927836795,NSW,Coal-Black,28.265645283417513,28.77636466774457
2021,22,2308867.735,126818074.26979166,54.92652192560163,NSW,Coal-Black,29.00026407347898,30.823698012167373
2021,23,2243547.7075,108460697.40585834,48.343388038187435,NSW,Coal-Black,29.18402867391145,29.717574288705144
2022,0,2033000.7583333333,258147045.67785832,126.97833221148863,NSW,Coal-Black,27.312391476834613,29.574796132872045
2022,1,1920088.8458333334,228992067.94040832,119.26118337561822,NSW,Coal-Black,27.050258447325255,30.262510744244427
2022,2,1800988.4941666666,199988392.319375,111.04368127121846,NSW,Coal-Black,26.455873342394966,30.432796428854335
2022,3,1746954.7358333333,187938934.31741667,107.58088373009042,NSW,Coal-Black,26.156122346551246,29.726848816152497
2022,4,1774002.2416666667,197362533.30883333,111.25269668397497,NSW,Coal-Black,26.318733236986773,30.170134808394323
2022,5,1899312.0025,225944477.716,118.96122249456484,NSW,Coal-Black,26.924056618587176,29.124451652921067
2022,6,2007309.87,273530757.12995833,136.26733032999948,NSW,Coal-Black,26.470890484079817,26.680548659694047
2022,7,1994373.8933333333,280636623.36449164,140.71414808556509,NSW,Coal-Black,25.14050813781005,23.28820974304355
2022,8,1900014.0658333334,259580204.001875,136.62014859243942,NSW,Coal-Black,24.11078572809139,27.766056381370284
2022,9,1796335.6575,221120118.94080833,123.09510086135354,NSW,Coal-Black,23.78460947121919,28.03035575250045
2022,10,1706821.47,175839154.51135,103.0214100314487,NSW,Coal-Black,23.578378843961833,28.308991254200954
2022,11,1656512.4275,155717172.676975,94.00302110137656,NSW,Coal-Black,23.492244244726002,28.796173971482098
2022,12,1651354.6566666667,156316636.42995834,94.65963946563149,NSW,Coal-Black,23.58414786059003,27.971692910489953
2022,13,1677499.0541666667,172337654.20354167,102.73487414224151,NSW,Coal-Black,23.69997431810232,27.381751314698793
2022,14,1739622.275,210382433.18835834,120.93569748545463,NSW,Coal-Black,23.858191106020428,26.63779155795694
2022,15,1873632.8725,238746075.95595,127.4241498748843,NSW,Coal-Black,24.29569447671753,25.785333566378014
2022,16,2078980.2916666667,316278707.968875,152.13165282837878,NSW,Coal-Black,24.87369915055642,26.14995459564377
2022,17,2285979.600833333,557174530.28255,243.73556530401106,NSW,Coal-Black,25.222406382248746,20.75726698947789
2022,18,2388914.02,610539634.83615,255.5720422437598,NSW,Coal-Black,25.409953429625137,19.239831955398145
2022,19,2388517.9775,382765932.801025,160.2524814159683,NSW,Coal-Black,25.849504485728914,21.969120938900698
2022,20,2337324.5733333332,348562481.148775,149.12883094010297,NSW,Coal-Black,26.227492636048165,25.36022633499597
2022,21,2244370.6,312171961.29008335,139.09109364116753,NSW,Coal-Black,26.490889918145864,27.09722844038735
2022,22,2171359.2925,312839028.29270834,144.0752018209388,NSW,Coal-Black,26.994400668119674,28.52243170492165
2022,23,2107741.8983333334,273890148.4128583,129.94482323923674,NSW,Coal-Black,27.169296000065117,28.754717412348157
2023,0,2004400.5916666666,316001265.22775,157.6537477296361,NSW,Coal-Black,26.885937303678887,30.189984936530102
2023,1,1889880.51,276987000.65155834,146.56323465209888,NSW,Coal-Black,26.57082266152786,30.894047000906603
2023,2,1770790.3075,242769962.316525,137.09695681543874,NSW,Coal-Black,25.941905003012504,31.09135325853695
2023,3,1718075.2758333334,229683555.27018332,133.6865494201224,NSW,Coal-Black,25.62610136562843,30.86375107673825
2023,4,1755620.2541666667,248120562.05028334,141.32928887178838,NSW,Coal-Black,25.900982225315456,30.75091579248423
2023,5,1895667.2325,292252547.063575,154.1686969385198,NSW,Coal-Black,26.624443948016246,30.35827452346682
2023,6,1991431.4608333334,344247520.60961664,172.86435781503772,NSW,Coal-Black,25.982295631757495,28.1506859852311
2023,7,1939809.9125,310899352.9289,160.27310249601584,NSW,Coal-Black,24.2993455847506,25.68272441398821
2023,8,1793723.0425,224597673.21345833,125.21312816521859,NSW,Coal-Black,22.937932971041132,25.101208480112696
2023,9,1655491.0041666667,178583349.93926668,107.87334361213345,NSW,Coal-Black,22.322322747543677,25.960090657641455
2023,10,1540789.5791666666,142157571.5043,92.26280695718728,NSW,Coal-Black,21.807848834744544,29.86444981279873
2023,11,1469691.08,122805105.17429167,83.55844765302083,NSW,Coal-Black,21.434549638233193,32.0719153845437
2023,12,1454206.0008333332,126596614.58806667,87.05548905417832,NSW,Coal-Black,21.413195960180424,32.95012958723335
2023,13,1480348.3725,144732646.0153,97.76931478019374,NSW,Coal-Black,21.56067219484073,31.73518971380484
2023,14,1567239.9925,179788718.97561666,114.71677588371436,NSW,Coal-Black,22.059149475902686,29.77888297139854
2023,15,1761467.73,228805173.13740835,129.8946152918784,NSW,Coal-Black,23.21694825646459,26.412725314334224
2023,16,2055012.1925,346399870.353625,168.56341369547619,NSW,Coal-Black,24.7122847133395,26.87359680718998
2023,17,2309763.7216666667,731990831.530175,316.9115631455104,NSW,Coal-Black,25.413914585423193,27.372516735633152
2023,18,2428001.615833333,697122425.2273417,287.11777647976436,NSW,Coal-Black,25.671995386291552,26.227554103095507
2023,19,2431348.66,480357726.40676665,197.56842542145586,NSW,Coal-Black,26.070885058104682,26.146607950174232
2023,20,2376319.75,433592324.7637917,182.46379712317406,NSW,Coal-Black,26.356566499604938,26.629070826466105
2023,21,2276990.9391666665,382855129.3950083,168.14082252568195,NSW,Coal-Black,26.62040801590244,28.036885311003267
2023,22,2172921.38,361151152.0645583,166.20534704507273,NSW,Coal-Black,26.857715216745216,29.395275820053456
2023,23,2090850.2458333333,334234839.34746665,159.85594377862932,NSW,Coal-Black,26.838368685175407,29.041374090218504
2024,0,2078103.3691666666,180181491.76099166,86.70477822922045,NSW,Coal-Black,27.687823434172405,29.69682511653897
2024,1,1969933.8991666667,157449486.70761666,79.92627913770198,NSW,Coal-Black,27.431502721178248,29.880475730969252
2024,2,1861159.86,140649511.93926668,75.57089262566981,NSW,Coal-Black,26.891009263359628,29.96515043442589
2024,3,1812913.8325,135226625.64298335,74.59076279235315,NSW,Coal-Black,26.61516575147121,30.083945642196962
2024,4,1848479.6608333334,147903367.49444166,80.0135217218261,NSW,Coal-Black,26.829972851329636,30.18739673076732
2024,5,1965607.0708333333,178673174.258025,90.89974131110304,NSW,Coal-Black,27.267512181365984,30.022227530479125
2024,6,2009744.2191666667,245766701.30005834,122.28755229457241,NSW,Coal-Black,26.077121124569576,30.56183135339211
2024,7,1891457.3225,239952205.742525,126.86102027687966,NSW,Coal-Black,23.76602527344444,31.448556311197613
2024,8,1687458.8358333334,115585303.02600834,68.4966652646835,NSW,Coal-Black,21.80691074984174,28.251780169786052
2024,9,1504608.1808333334,83151431.01304166,55.26450811066832,NSW,Coal-Black,20.66721920195245,31.54272664822605
2024,10,1366039.2833333334,70707501.39869167,51.7609575810698,NSW,Coal-Black,19.830584084326222,38.425360457645866
2024,11,1291917.4758333333,56541501.79405833,43.76556773302182,NSW,Coal-Black,19.339290934791453,38.953088704012806
2024,12,1287071.54,60792221.134516664,47.232977534812605,NSW,Coal-Black,19.425818033478603,41.36276522765883
2024,13,1335025.9725,74697664.49098334,55.95221818127089,NSW,Coal-Black,19.89333749632603,27.597675040253534
2024,14,1445805.0358333334,101621890.21206667,70.28740922422767,NSW,Coal-Black,20.63424487901077,24.143909417352795
2024,15,1673802.3008333333,158733877.103125,94.83430451977299,NSW,Coal-Black,22.09298199336151,29.60839386073022
2024,16,2001191.3525,339855102.8506333,169.82638987824294,NSW,Coal-Black,23.853283250070326,33.2318420283853
2024,17,2258825.5475,638704050.4249917,282.7593530327697,NSW,Coal-Black,24.512217642217728,29.970406193690913
2024,18,2375699.77,645902142.9195,271.8786906813145,NSW,Coal-Black,24.783860153233693,23.676695182082984
2024,19,2387741.321666667,399955339.9755667,167.5036304587609,NSW,Coal-Black,25.32128069985295,27.41472691765918
2024,20,2352183.091666667,272465071.179125,115.83497566342368,NSW,Coal-Black,25.895091456995083,25.842963579638432
2024,21,2284948.1458333335,237957436.03804168,104.14128498800451,NSW,Coal-Black,26.489045393756623,27.41176869791186
2024,22,2216650.0383333336,228601159.56758332,103.12911628552118,NSW,Coal-Black,27.189758416483023,28.633359497216325
2024,23,2155688.9966666666,207205344.79524165,96.12024049649206,NSW,Coal-Black,27.5537583939503,29.204923809444526
2025,0,621.695,41137.558150000004,66.17,NSW,Coal-Black,33.03065468112925,19.021353613109753
2020,0,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,1,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,2,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,3,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,4,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,5,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,6,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,7,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,8,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,9,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,10,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,11,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,12,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,13,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,14,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,15,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,16,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,17,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,18,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,19,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,20,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,21,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,22,0.0,0.0,,NSW,Diesel,0.0,0.0
2020,23,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,0,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,1,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,2,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,3,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,4,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,5,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,6,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,7,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,8,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,9,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,10,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,11,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,12,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,13,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,14,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,15,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,16,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,17,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,18,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,19,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,20,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,21,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,22,0.0,0.0,,NSW,Diesel,0.0,0.0
2021,23,0.0,0.0,,NSW,Diesel,0.0,0.0
2022,0,0.0,0.0,,NSW,Diesel,0.0,0.0
2022,1,0.0,0.0,,NSW,Diesel,0.0,0.0
2022,2,0.0,0.0,,NSW,Diesel,0.0,0.0
2022,3,0.0,0.0,,NSW,Diesel,0.0,0.0
2022,4,0.0,0.0,,NSW,Diesel,0.0,0.0
2022,5,0.0,0.0,,NSW,Diesel,0.0,0.0
2022,6,0.0,0.0,,NSW,Diesel,0.0,0.0
2022,7,4.483333333333333,1298.7330000000002,289.68022304832715,NSW,Diesel,5.651562053030904e-05,0.00010777341225678043
